Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people"
Tap,7.34,6.14,3.27,4.04,9.07,0.2,239,None,51.66,248,46,38
Well,0.74,7.31,0.86,5.47,36.16,17.39,2358,None,66.03,292,47,4
Well,6.29,6.21,4.66,5.36,46.84,0.5,671,Chlorination,56.46,454,22,75
Lake,7.93,8.09,3.43,8.32,0.44,9.17,2619,None,97.93,498,44,25
Tap,1.33,7.53,3.54,6.11,36.05,1.35,2461,Boiling,86.51,62,20,80
Pond,5.19,6.43,1.16,8.46,22.97,19.38,3393,Boiling,95.17,306,7,52
Well,7.79,6.05,4.4,8.24,34.01,19.45,401,Boiling,69.02,391,8,62
Spring,2.61,6.08,2.69,7.05,30.28,12.22,2106,Filtration,77.48,256,32,10
River,1.63,7.27,4.29,8.83,49.23,7.84,4148,Boiling,41.67,247,3,32
River,3.37,7.84,1.35,4.37,14.44,10.24,1087,Filtration,82.7,263,17,40
Tap,5.55,6.3,3.78,4.13,39.31,15.25,1142,Boiling,46.52,466,31,39
Pond,5.75,6.55,2.87,8.25,11.73,4.46,4381,Boiling,40.21,336,29,45
Lake,1.31,6.82,0.24,4.71,21.78,8.83,2065,None,32.93,360,24,3
Spring,4.58,6.55,2.03,3.02,48.77,14.75,3908,Chlorination,63.06,499,32,95
Tap,2.68,6.98,0.92,9.38,38.31,7.91,4255,Boiling,50.08,438,34,94
River,8.42,7.4,1.8,7.36,15.79,0.64,3959,None,99.07,367,41,10
Tap,3.14,7.71,1.92,6.11,30.97,10.15,141,None,47.49,392,33,80
Spring,8.39,8.41,2.37,8.08,2.48,14.75,396,Chlorination,90.66,178,49,26
Pond,4.29,8.33,3,5.33,13.32,19.54,2627,None,52.15,399,1,7
Pond,7.27,7.43,2.85,9.68,35.92,0.74,4629,None,82.44,436,12,20
Well,5.1,7.84,0.19,3.48,28.5,10.8,1555,Chlorination,76.19,314,40,96
Spring,6.22,8.38,3.75,7.49,23.48,9,2508,Filtration,69.32,300,22,4
Well,3.95,6.21,4.75,8.44,34.54,4.85,4381,Chlorination,59.18,498,22,61
Well,7.68,6.01,1.74,6.28,19.92,12.76,1028,Chlorination,76.98,164,30,31
Well,4.25,6.07,0.9,8.28,1.31,3.27,2176,Boiling,58.51,90,1,88
Tap,4.57,7.41,2.7,9.49,22.05,5.68,670,Boiling,68.37,321,1,57
River,5.18,7.91,3.52,8.21,45.11,15.64,4594,Filtration,71.29,191,4,71
Pond,8.32,6.92,3.39,5.17,42.83,9.21,1855,Chlorination,48.71,291,13,26
Tap,6.59,7.36,3.06,6.93,20.45,19.87,3429,Chlorination,53.78,75,22,25
River,3.49,7.29,0.73,9.38,1.11,7.73,2078,Filtration,31.26,305,34,39
Pond,6.7,6.24,4.18,6.14,31.82,9.27,2006,Boiling,89.65,98,45,28
Spring,6.42,6.8,2.13,7.77,37.06,6.01,1688,Chlorination,82.92,94,0,72
Pond,9.31,6.05,1.11,6.26,14.71,4.73,4431,Filtration,42.85,180,40,81
Pond,8.41,6.28,0.43,3.85,23.83,18.45,569,Boiling,55.34,440,47,6
Pond,6.47,8.03,2.08,3.41,49.59,14.98,4694,None,59.47,402,48,20
Lake,3.42,8.07,3.09,9.67,28.82,6.67,1146,Filtration,53.41,153,39,79
Spring,7.8,8,3.33,7.29,17.55,14,3774,Filtration,85.88,373,14,66
Tap,5.75,7.82,4.81,3.73,31.37,19.32,864,Chlorination,80.78,355,29,95
Tap,9.85,7.98,0.77,9,9,1.48,4900,None,83.7,323,20,9
River,2.48,7.68,4.93,6.66,9.96,5.29,4409,Boiling,93.29,111,7,61
Tap,0.8,7.67,3.27,8.4,46.25,4.01,27,None,71.66,170,6,95
Well,0.7,7.67,2.27,3.89,11.96,17.4,1029,Chlorination,73.02,252,40,7
Pond,6.4,7.29,4.44,9.35,15.54,3.58,1996,Chlorination,80.54,382,33,95
Tap,9.39,6.91,3.47,7.13,27.19,6.16,1341,Boiling,77.69,350,41,3
River,0.02,7.83,1.74,8.17,44.98,10.88,1248,Boiling,90.89,121,36,28
River,7.26,6.75,4.42,3.22,39.07,12.42,2136,Boiling,83.91,441,47,11
Well,6.57,7.36,3.33,5.21,2.19,16.16,2087,Chlorination,38.43,204,31,99
River,7.32,7.08,3.49,4.87,34.65,8.15,680,Boiling,94.99,244,32,50
Lake,3.55,6.69,4.48,9.65,25.2,10.68,374,Boiling,77.82,126,5,18
Pond,8.2,8.44,2.24,4.3,23.78,19.31,3369,Boiling,38.9,490,41,30
Pond,0.45,6.65,3.28,7.95,34.58,5.95,3045,Filtration,84.04,358,9,25
Pond,7.55,6.77,3.72,3.3,9.81,4.96,2337,Boiling,55.09,314,25,5
Spring,2.67,6.4,2.27,4.38,49.07,14.21,805,Chlorination,86.42,45,44,28
Tap,4.77,8.06,0.42,5.37,32.27,15.42,3039,Filtration,96.88,451,25,16
Lake,8.23,7.47,3.86,8.56,18.28,8.3,278,Chlorination,47.87,295,18,19
Tap,2.71,7.53,0.24,8.53,30.01,4.26,1405,None,90.02,235,34,41
Lake,1.85,8.05,3.59,9.67,10.82,15.58,787,Filtration,84.15,140,44,46
Tap,6.81,6.86,4.55,9.42,31.69,13.41,1332,Boiling,76.98,120,3,73
Well,5.33,6.48,1.73,3.57,1.41,17.52,4372,Filtration,56.94,360,24,69
River,5.14,6.5,0.51,8.81,17.06,16.89,3147,Chlorination,37.69,8,7,95
River,2.57,7.83,1.16,6.16,37.38,4.1,2345,Filtration,63.87,65,11,1
Well,0.35,7.54,2.81,9.06,40.4,16.65,3449,None,37.4,482,23,73
Lake,4.1,6.52,4.71,3.63,12.65,3.5,432,Boiling,65.01,308,23,36
Spring,1.07,6.36,2.56,8.76,26.97,17.27,1009,Boiling,87.42,459,16,90
Lake,9.06,6.3,0.56,4.12,26.42,15.41,3849,None,99.83,80,24,18
River,0.41,7.57,3.14,5.34,21.07,11.4,316,Chlorination,43.86,259,32,40
Spring,4.32,6,3.66,3.2,11.42,12.84,4216,Filtration,44.55,381,26,15
Tap,0.52,6.05,1.97,3.87,35.16,2.08,1365,Chlorination,86.76,397,1,83
Spring,0.96,6.97,3.61,6.12,12.62,0.8,4399,Chlorination,62.83,468,8,59
Lake,6.59,7.73,1.62,8.73,45.55,6.61,935,Chlorination,94.11,104,32,56
Well,6.47,7.74,3.95,8.42,26.43,16.43,3518,Boiling,83.83,391,18,99
Tap,0.33,7.08,1.71,4.65,43.52,9.32,3787,Filtration,81.55,96,48,63
Lake,0.01,7.73,1.28,4.06,14.54,4.47,2768,Boiling,37.14,189,4,4
Tap,0.79,7.3,4.4,5.72,40.35,16.69,495,Boiling,32.51,428,46,17
Spring,7.63,8.44,2.74,9.18,5.68,4.57,3592,Boiling,52.17,347,19,71
River,5.85,6.41,1.43,3.64,38.34,16.31,2232,Filtration,45.21,194,23,12
Lake,0.38,7.5,4.68,6.8,19.35,9.06,4018,None,79.86,445,30,73
Well,4.88,7.23,3.45,3.62,23.5,9.27,2935,Boiling,61.55,333,43,35
Spring,7.12,6.49,1.1,6.29,8.34,5.45,4808,Boiling,66.62,82,3,18
Lake,8.69,7.87,3.07,3.89,0.93,18,4445,Boiling,86.96,250,31,30
Well,9.34,6.69,4.35,3.56,33.31,1.78,2367,Filtration,63.5,69,46,99
Lake,3.27,6.95,3.48,4.34,29.39,2.89,2584,Filtration,68.14,291,34,92
Spring,1.36,6.94,1.22,4.79,31.12,12.72,905,Chlorination,88.96,339,13,22
Lake,2.37,6.61,3.24,4.93,12.75,17,3227,Boiling,60.19,384,35,31
Tap,7.76,7.08,3.1,7.52,11.96,1.91,1827,Boiling,35.82,187,5,10
Spring,9.71,7.18,4.1,3.38,41.51,14.68,3722,Filtration,66.52,457,16,65
Lake,4.66,7.86,0.89,3.57,38.06,14.85,2580,Filtration,70.56,140,17,95
River,3.05,7.91,3.5,4.32,16.84,11.63,4597,Boiling,65.83,139,7,4
Lake,4.29,6.4,0.14,9.1,31.89,9.73,1515,None,48.06,74,11,94
Tap,3.05,7.48,3.48,7.4,41.41,6.42,4622,Chlorination,45.66,99,16,12
Well,2.56,8.24,4.8,8.11,44.44,7.03,4806,Chlorination,55.88,144,30,85
Well,5.94,6.27,0.87,5.59,0.29,13.49,3003,Boiling,41.64,174,0,63
Well,0.16,7.18,1.56,4.49,40.67,1.31,111,Chlorination,76.62,308,10,34
River,2.6,7.88,2.91,3.27,17.52,11.7,1672,Chlorination,73.03,220,41,82
Tap,6.61,7.53,3.66,6.42,35.92,5.57,2302,Boiling,74.27,322,15,28
Spring,0.32,6.25,1.72,7.02,18.57,9.33,1650,Chlorination,45.74,476,36,22
Well,0.83,6.99,3.32,9.28,30.31,11.18,4395,Filtration,47.26,9,48,82
Tap,2.93,7.27,4.5,9.17,32.34,17.71,2474,Boiling,85.12,45,27,79
Lake,8.78,8.49,3.63,5.97,20.25,11.58,3995,Filtration,78.31,338,8,94
River,7.65,6.45,3.56,5.97,25.64,4.54,1890,Boiling,91.26,116,7,15
Tap,0.22,8.46,1.91,4.13,36.32,1.59,306,Filtration,58.25,3,24,25
Tap,5.02,6.94,4.56,4.8,23.82,12.54,120,Chlorination,68.31,312,9,2
Spring,2.75,6.5,1.39,9.48,0.7,10.9,3101,None,81.71,237,39,22
Tap,6.49,7.04,1.03,3.99,0.65,13.44,1277,Filtration,98.19,293,2,56
Spring,7.22,7.53,1.82,9.78,33.07,9.19,1427,Filtration,99.27,395,22,8
River,8.63,6.53,3.25,6.53,42.36,16.5,3102,None,99.94,30,22,50
River,4.75,6.73,4.31,6.2,39.26,18.4,1185,None,92.34,129,43,87
Lake,9.94,8.14,0.66,4.22,15.52,0.8,1455,Filtration,74.78,240,3,32
Spring,9.8,8.5,4.07,7.63,23.56,14.88,1179,Filtration,30.49,384,49,77
Spring,8.82,6.8,4.06,6.22,11.71,0.7,1346,Filtration,78.97,80,22,91
Well,5.75,6.37,2.93,5.59,49.46,8.9,628,Boiling,46.7,24,8,23
Well,3.98,7.98,3.8,4.85,13.03,9.23,1214,Filtration,34,260,3,49
Lake,3.64,7.5,0.91,3.47,20.81,13.92,1961,Filtration,78.8,47,33,51
River,0.12,6.25,0.85,6.64,34.06,7.05,2995,None,82.92,397,38,70
Pond,2.49,8.37,4.31,5.19,43.8,16.42,4612,None,76.16,51,17,37
Well,7.19,6.2,2.49,7.96,2.57,6.86,4940,Boiling,55.56,329,33,43
Tap,6.04,7.56,1.23,8.06,15.05,6.85,1547,Boiling,65.77,148,33,88
River,9.16,7.06,3.44,5.32,28.45,4.46,4915,Chlorination,95.45,408,41,55
Pond,0.5,7.39,4.46,7.68,30.92,13.68,2858,Filtration,81.07,98,2,65
Tap,1.55,6.53,3.16,4.81,3.5,1.53,761,Filtration,65.33,66,18,44
Spring,7.89,7.72,1.74,8.09,33.2,7.26,2366,None,71.54,209,33,51
River,3.59,8.4,2.42,3.11,26.4,5.34,4206,Chlorination,94.94,247,25,0
Lake,1.18,7.15,3.76,4.06,41.38,4.59,1841,Filtration,57.56,118,34,86
Spring,9.96,7.31,0.34,4.72,11.11,1.22,4902,Chlorination,37.13,433,40,81
Spring,7.87,6.6,1.09,8.41,9.75,3.81,1496,Boiling,52.81,227,42,63
Tap,4.09,8.23,2.31,3.46,39.67,8.92,3919,Filtration,59.06,102,30,7
Spring,8.23,8.43,3.02,4.32,35.19,10.07,3088,Filtration,49.11,288,42,97
Well,6.81,7.97,1.7,5.51,39.58,5.39,1243,Boiling,67.03,239,26,42
River,7.9,7.36,1.49,3.06,39.1,13,4582,Filtration,51.34,400,2,7
Well,8.15,8.39,0.21,8.33,5.2,6.72,4906,Boiling,37.22,231,36,28
Tap,0.85,6.38,0.16,6.92,13.93,7.34,2043,Boiling,43.16,453,11,12
Pond,6.23,7.2,1.39,9.3,13,15.65,3376,Chlorination,94.27,289,46,0
Tap,0.07,7.34,2.65,3.22,46.73,11.04,516,None,74.07,153,22,28
River,0.43,7.23,2.78,4.9,24.37,19.06,834,None,52,169,16,49
Spring,9.04,8.01,2.47,8.12,5.55,7.19,623,Boiling,55.68,158,15,36
Lake,5.28,7.68,2.05,7.73,14.48,16.56,1047,Chlorination,64.54,112,16,0
Tap,7.36,6.32,1.26,4.7,43.6,14.77,1564,Boiling,77.12,50,14,68
River,8.39,6.87,2,7.17,42.35,17.8,3982,Chlorination,70.75,475,25,47
Lake,9.5,6.85,0.69,8.56,45.02,19.14,496,Chlorination,95.29,35,44,54
Spring,8.69,7.41,0.58,3.23,19.43,0.15,2429,None,73.8,12,1,65
Pond,4.83,6.73,1.5,8.02,32.07,1.77,2263,None,93.76,340,16,62
Tap,3.36,6.29,4.98,4.76,13.91,13.49,542,Chlorination,30.38,217,0,21
Pond,1.54,7.63,1.63,9.63,9.04,7.8,915,None,92.34,242,29,93
River,4,8.13,4.68,6.77,1.1,16.38,1801,Chlorination,80.5,222,31,10
Pond,3.66,8.33,1.96,3.23,11.17,0.24,3082,Filtration,42.05,207,29,28
Pond,5.6,8.43,2.2,5.82,30.22,16.14,81,Boiling,48.41,478,41,2
River,6.66,7.95,3.99,9.76,45.21,2.7,1179,None,68,268,3,44
River,9.78,6.35,0.47,8.11,6.67,5.8,165,Boiling,38.75,221,41,76
Tap,7.28,8.13,0.91,5.1,45.9,19.38,2255,None,84.98,287,43,2
Pond,6.44,7,4.87,7.03,17.27,1.03,2071,Boiling,85.38,388,31,73
Lake,3.35,7.82,2.53,7.19,21.34,6.98,806,Boiling,51.07,11,34,67
River,0.35,7.33,0.22,3.16,18.25,1.69,2738,None,34.89,486,0,13
Spring,2.88,8.07,0.24,4.25,20.43,17.07,331,None,99.22,186,18,86
Pond,7.68,7.06,4.54,6.86,12.96,14.06,3590,None,47.55,168,32,80
River,2.05,6.15,4.37,5.82,34.93,16.01,1534,None,34.73,292,18,64
Lake,7.12,7.39,2.29,4.33,37.91,10.55,180,Chlorination,53.1,323,35,56
Tap,5.8,6.43,0.82,8.41,41.16,7.15,1316,None,97.83,105,26,14
Pond,1.72,8.41,4.15,6.42,17.06,0.05,1106,None,85.5,175,12,59
River,2.62,7.32,1.62,5.17,38.23,5.56,1589,None,63.62,426,26,53
River,4.96,7.38,2.1,4.13,31.88,10.29,2486,Filtration,51.37,348,45,1
Spring,4.18,8.27,3.41,7.28,47.9,13.29,2590,Boiling,59.63,40,13,81
Spring,7.79,7.56,1.77,7.66,21.24,4.58,2240,None,31.22,311,23,63
Pond,7.34,6.76,3.14,7.69,49.62,2.78,487,None,80.29,324,34,85
River,5.75,6.74,4.43,4.54,37.02,4.03,611,Boiling,36.98,248,18,27
Pond,8.22,7.25,3.99,7.17,38.81,7.08,3420,Boiling,66.33,266,24,93
River,5.63,8.17,1.91,9.34,1.29,2.97,3194,Chlorination,69.61,221,10,76
Spring,9.64,7.99,1.44,5.47,24.87,3.14,1397,Boiling,30.12,392,8,66
Lake,2.17,8.41,1.43,4.48,26.42,0.88,1456,Boiling,98.59,112,5,2
Well,7.14,6.18,1.74,8.41,2.03,17.13,2193,Filtration,51.15,283,35,52
Well,3.7,6.67,2.47,4.24,15.61,4.4,3074,Chlorination,35.41,277,36,25
River,2.79,6.2,2.08,4.78,47.78,16.44,1337,Filtration,89.81,202,28,3
Spring,1.8,7.88,0.67,3.7,21.31,8.77,4422,Boiling,40.64,340,8,15
Tap,5.53,6.35,0.82,4.88,9.34,12.65,2200,None,31.75,261,32,91
Tap,2.15,6.25,1.71,5.87,25.67,1.51,4497,Chlorination,64.63,281,22,71
Well,2,7.4,2.81,3.45,1.69,11.67,2867,Boiling,39.09,143,14,53
Lake,9.91,7.03,2.96,9.1,25.8,5.8,4583,Boiling,98.77,242,10,15
Well,8.02,7.79,2.43,6.6,29.71,1.9,3882,None,30.73,269,22,30
River,7.48,7.22,3.69,7.12,17.88,18.16,2114,None,33.58,34,25,86
Lake,7.94,7.06,3.69,5.6,38.13,12.07,2136,None,88.33,297,0,1
Tap,9.69,7.06,2.14,7.69,6.79,4.83,78,Chlorination,46.78,52,29,72
Spring,5.73,8.18,0.62,6.02,43.91,8.39,377,Filtration,93.81,355,16,90
Spring,2.2,6.99,2.65,8.33,47.77,7.14,164,Chlorination,51.78,149,46,44
River,8.62,6.83,1.91,8.75,0.06,14.01,4844,None,34.88,436,45,53
Well,7.43,6.85,0.69,7.7,42.14,12.15,1720,Chlorination,30.74,449,40,58
River,4.14,6.49,4.91,6.44,25.31,0.4,2984,None,49.78,12,22,58
Spring,4.74,8.15,1.85,8.48,23.07,3.96,154,Filtration,63.16,266,35,21
Tap,4.11,6.37,3.13,6.46,11.93,9.56,1146,Chlorination,30.07,395,40,33
Spring,9.3,8.27,2.45,3.78,22.37,8.91,1063,Filtration,70.68,96,4,72
Lake,3.44,6.71,0.71,3.81,47.52,10.33,2216,Filtration,53.36,85,34,96
Pond,9.63,8.25,0.28,9.64,10.54,14.3,2839,None,57.31,308,49,55
Spring,9.1,7.98,3.13,4.49,8.95,13.64,1463,Chlorination,48.3,264,8,33
Spring,6.31,7.45,1.24,8.71,12.09,7.46,3470,Chlorination,67.03,491,3,98
Pond,5.8,7.67,1.22,4.73,27.59,17.55,1516,Filtration,46.11,70,6,25
Lake,3.7,6.81,4.78,6.02,46.51,1.26,3050,None,39.44,16,0,70
Well,0.18,7.44,2.31,7.58,28.69,11.69,4423,Filtration,92.35,188,15,44
Spring,1.28,6.73,0.15,4.11,12.17,18.99,1526,Filtration,57.34,9,24,90
River,7.54,7.01,1.7,8.16,22.02,10.98,3610,Filtration,35.39,165,5,75
Spring,4.72,7.91,2.92,7.83,19.52,9.1,2392,Filtration,46.12,378,37,80
River,1.5,6.61,1.64,6.8,2.33,2.68,788,Chlorination,51.7,38,13,20
Lake,2.64,8.1,0.13,6.96,25.53,16.2,2548,Boiling,83.88,498,36,42
Spring,9.48,6.94,2.22,3.74,6.3,7.48,4657,Chlorination,31.56,365,10,85
Lake,3.67,7.33,0.53,6.05,42.11,14.02,4608,None,63.48,344,0,89
Lake,9.08,8.35,3.1,3.61,27.45,3.95,515,Boiling,58.54,218,41,38
Well,3.05,7.7,3.1,5.16,42.23,0.84,3062,Filtration,97.79,93,0,12
Spring,5.43,7.61,0.19,9.3,47.8,6.11,4762,Chlorination,42.61,157,35,41
River,0.2,7.78,1.45,7.02,47.16,5.63,1567,Boiling,73.95,362,7,44
River,5.22,8.3,2.07,8.2,5.02,17.47,1448,Filtration,44.15,33,31,86
Spring,6.37,6.62,2.75,7.02,47.24,17.29,966,Chlorination,68.39,288,32,50
Pond,2.34,7.53,1.48,4.36,39.79,10.68,363,Boiling,68.85,415,7,93
Well,5.79,7,1.44,7.16,38.88,0.38,107,Chlorination,35.27,489,13,16
Well,6.47,6.03,4.92,8.29,4.51,4.57,3094,Boiling,61.95,11,23,90
Well,6.87,6.31,0.21,3.97,8.98,12.78,622,None,62.28,232,48,83
River,7.76,6.81,4.95,8.72,48.76,2.03,4416,Chlorination,52.34,86,40,62
Lake,3.11,7.41,0.24,6.89,10.67,14.01,509,Chlorination,49.4,92,28,6
Pond,5.68,8.2,1.44,3.03,8.45,0.24,1064,Boiling,45.7,106,24,54
Well,9.82,7.98,2.47,6.64,18.12,13.65,3865,None,30.42,192,5,3
River,8.98,7.38,0.72,5.77,45.67,16.89,303,Chlorination,30.13,467,0,30
River,9.53,6.18,0.67,5.08,23.81,9.38,968,None,71.29,9,22,93
Lake,3.86,6.71,1.28,8.4,46.03,16.58,1438,None,50.4,124,40,94
Spring,7.87,6.92,4.87,9.3,16.72,15.63,3521,Chlorination,41.75,274,32,55
Spring,6.2,7.55,1.9,8.34,11.33,13.43,3871,Filtration,77.93,278,13,3
Well,0.83,6.16,2.83,8.93,24.76,8.9,3500,Boiling,67.02,127,27,81
Well,8.24,7.33,3.52,9.36,30.77,5.44,2199,Chlorination,94.05,340,28,83
Pond,6.77,8.25,3.71,9.39,19.57,17.22,4354,None,88.17,184,42,39
Lake,1.99,7.76,3.44,3.8,17.3,12.97,3901,Boiling,80.87,362,39,46
Well,0.8,7.99,1.68,6.19,10.9,15.96,2270,Chlorination,38.86,354,22,49
Lake,8.37,7.7,0.56,3,13.75,11.04,229,Boiling,76.63,58,43,22
River,0.79,6.52,1.41,6.55,33.66,3.44,2486,Boiling,78.57,495,37,50
Well,0.91,6.28,1.05,9.47,18.49,19.59,149,None,83.43,479,48,37
River,4.27,8.07,0.68,4.39,3.99,3.65,909,Filtration,48.42,181,42,8
Tap,1.35,7.74,0.12,7.48,6.91,18.22,3528,Filtration,74.82,73,9,60
Lake,9.14,7.44,4.68,7.51,18.62,4.16,977,Boiling,73.28,1,26,79
Tap,4.7,6.47,4.61,4.12,46.23,7.47,634,None,56.97,242,7,20
Well,5.69,7.51,0.25,4.67,18.95,8.8,4717,None,76.45,227,43,8
River,9.28,6.08,0.87,6.23,3.03,18.43,2190,Chlorination,36.07,47,3,24
Well,5.3,6.3,0.7,4.32,20.9,17.76,4149,Boiling,75.05,5,20,35
Tap,3.54,6.78,1.41,7.09,33.44,16.46,4939,Chlorination,72.42,42,20,42
Well,7.97,7.11,1.02,6.39,29.68,7.53,3474,None,44.74,144,29,77
Pond,4.43,6.3,4.73,6.63,13.94,0.09,3780,Boiling,87.27,126,12,80
Spring,3.18,6.3,0.42,3.94,34.4,13.63,1865,Filtration,91.21,334,2,27
Tap,7.23,7.81,1.06,6.62,31.53,8.22,298,Filtration,44.73,245,19,63
Well,8.02,7.42,0.4,3.35,8.61,15.14,2739,Chlorination,35.32,419,35,44
River,7.92,7.33,4.9,9.17,8.11,15.9,3725,Boiling,72.25,407,39,55
Well,9.78,7.13,4.59,5.4,27.36,8.79,3391,None,63.59,120,4,47
River,7.87,8.44,3.58,8.99,32.97,14.96,4540,Chlorination,59.93,231,21,7
Spring,7.7,6.12,2.13,7.91,48.1,16.8,97,Filtration,83.27,375,1,13
Well,8.57,6.45,0.95,8.36,21.1,18.57,3197,None,97.88,188,24,14
Spring,0,7.62,1.11,5.2,38.25,11.65,2105,Boiling,63.44,284,39,38
Tap,3.62,6.34,2.22,4.59,5.83,15.57,4272,Filtration,30.43,241,23,24
River,7.38,7.47,3.84,5.85,44.48,9.89,4814,None,71.74,77,4,62
Pond,6,7.42,1.32,3.17,31.66,0.83,3522,Filtration,75.78,57,15,58
Tap,1.78,8.43,1.55,9.43,31.45,3.1,4418,Boiling,87.96,449,14,74
River,3.04,8.21,3,5.71,7.12,2.56,845,Chlorination,43.96,495,12,28
Spring,3.37,8.36,1.19,9.92,1.98,3.44,4185,None,66.7,469,10,2
Lake,5.68,6.28,2.92,8.33,35.07,0.2,4226,None,61.3,494,15,38
Well,8.32,8.17,1.94,3.56,5.85,17.17,3881,Boiling,76.51,180,17,21
Spring,9.32,6.32,0.17,7.62,6.35,11.2,1052,Filtration,34.48,69,24,40
River,7.5,7.58,2.01,4.9,9.38,7.66,3848,Filtration,91.88,264,46,19
River,8.43,7.8,4.6,4.71,4.89,8.2,3615,Filtration,65.78,203,37,18
River,4.7,6.4,1.47,4.8,31.27,9.27,3157,None,91.39,169,39,12
River,3.9,7.58,1.61,9.41,21.1,1.48,2105,None,53.82,294,3,90
Well,3.93,6.13,0.33,6.5,13.3,5.49,993,Filtration,75.75,452,47,18
Tap,6.16,6.73,3.08,7.69,22.04,17.03,3096,None,96.97,377,20,79
Pond,1.24,8.3,4.25,4.97,42.21,14.87,189,Chlorination,96.04,246,10,65
Lake,5.79,6.43,1.76,6.66,46.35,11.27,2123,Boiling,96.09,423,33,64
Well,6.65,6.16,1.2,5.45,24.37,9.61,2418,Boiling,33.01,58,29,2
River,4.39,7.11,4.78,5.25,28.34,5.18,4994,None,58.21,299,3,23
Well,9.53,8.13,3.73,4.73,12.86,9.43,2898,Chlorination,34.25,320,13,37
Spring,6.08,6.19,2.84,5.86,25.68,11.96,4601,Chlorination,51.66,457,10,1
Pond,2.2,6.89,1.53,7.62,37.41,14.25,1966,Filtration,42.22,10,3,55
River,4.79,8.25,1.1,4.55,24.61,3.33,4278,Boiling,73.41,346,25,79
Lake,6.75,6.3,3.58,9.76,15.1,16.26,4249,Boiling,84.65,470,2,92
River,3.24,6.78,2.61,3.87,29.1,6.92,3411,Boiling,65.93,339,36,36
Pond,0.8,7.95,2.6,6.36,47.33,10.07,3946,None,85.68,4,37,3
Lake,5.83,7.36,0.37,3.6,44.4,12.16,1046,Chlorination,30.9,204,40,77
Pond,9.48,8.08,2.56,3.16,38.46,9.76,2573,Filtration,87.43,369,3,80
Lake,4.85,6.28,4.11,9.46,13.81,11.44,605,None,42.49,457,25,43
Tap,9.06,8.3,4.73,8.67,12.08,2.23,1366,Filtration,62.27,244,38,44
Tap,8.35,8.34,0.53,7.86,41.93,8.64,2926,None,60.98,248,44,80
Well,1.47,6.39,3.16,9.06,9.07,5.61,1958,Boiling,91.12,432,41,83
Well,7.08,6.08,2.84,8.62,30.28,1.72,1064,Filtration,97.62,434,43,46
Lake,4.35,8.47,4.45,7.53,21.95,3.83,517,Chlorination,47.86,419,41,92
River,2.5,7.21,3.76,8.93,23.4,12.05,2454,Chlorination,34.72,104,10,25
Spring,6.87,7.43,4.83,5.74,22.73,3.93,4233,None,75.54,241,10,80
Spring,7.43,7.54,4.8,6.87,45,3.62,3807,Boiling,65.2,271,37,75
River,1.8,7.97,1.13,8.43,4.35,11.06,2589,None,69.6,6,37,91
River,9.14,8.03,3.63,3.59,39.15,18.09,2272,Filtration,33.24,223,19,8
Tap,7.51,6.48,2.65,9.01,41.75,15.77,2308,Chlorination,84.27,216,25,95
Spring,9.33,6.59,1.07,4.1,47.14,18.1,1102,Chlorination,46.26,43,37,97
Lake,3.17,8.19,0.97,9.05,22.63,11.66,4792,Chlorination,53.45,25,11,79
Pond,9.39,8.05,0.41,5.18,25,8.2,810,Chlorination,45.98,291,28,47
Well,3.69,7.54,3.98,5.29,48.06,14.59,3763,Filtration,96.22,180,13,30
Pond,0.54,8.49,1.62,3.52,22.92,5.23,4568,Chlorination,41.81,91,49,54
Tap,7.63,7.84,4.28,9.2,25.18,1.56,76,None,81.26,427,24,90
Spring,7.04,6.54,3.04,4.22,16.61,6.89,2309,Chlorination,47.2,267,41,92
River,5.98,8.12,3.37,7.41,1.58,5.98,1025,Filtration,59.74,345,41,0
Spring,4.9,7.04,1.46,7.51,21.65,13.51,2064,Boiling,99.72,67,38,90
Lake,0.32,6.09,2.29,4.97,32.75,11.03,4439,Boiling,37.04,363,25,95
Tap,6.25,6.8,2.06,9.9,34.5,2.77,2741,Chlorination,91.7,150,9,58
River,4.17,7.91,1.18,3.45,0.33,18.17,4941,Boiling,96.22,103,13,10
Pond,5.6,8.4,4.16,7.26,40.05,11.87,3999,Filtration,78.88,87,4,98
Lake,4.29,6.69,3.11,6.36,24.62,9.15,3228,Chlorination,30.7,94,21,1
Pond,9.66,6.62,0.19,4.72,26.04,18.74,4269,Filtration,87.46,381,10,45
Well,6.04,7.41,4.1,4.14,48.09,1.95,3558,Boiling,91.76,285,28,0
Tap,7.49,8.03,0.53,8.16,14.22,15.79,845,Boiling,98.67,318,6,69
Lake,9.36,7.87,2.02,9.41,38.08,7.29,692,Chlorination,88.75,2,17,70
Lake,5.92,7.4,2.86,3.75,28.74,13.91,4048,Boiling,61.19,207,30,65
Pond,0.12,7.58,0.04,4.36,35.04,18.61,1332,Chlorination,78.21,417,42,1
River,0.34,6.61,3.26,9.9,20.89,10.35,3037,Chlorination,63.96,101,19,68
Well,7.02,7.08,3.3,3.11,13.96,0.45,4332,None,54.71,347,34,12
